transaction_id,sale_date,sale_year,borough,neighborhood,property_type,building_class_category,commercial_units,total_units,gross_square_feet,sale_price,price_per_sqft,year_built,latitude,longitude,community_board
2-4140-3-2025-09-11-2800000,2025-09-11,2025,Bronx,WESTCHESTER,Office,21 OFFICE BUILDINGS,1,3,9750.0,2800000.0,287.1794871794872,1938,40.843698,-73.843398,211
2-4657-17-2025-09-11-8000000,2025-09-11,2025,Bronx,WILLIAMSBRIDGE,Retail,22 STORE BUILDINGS,7,7,10000.0,8000000.0,800.0,1929,40.87744,-73.866451,212
2-4835-1-2025-09-11-3100000,2025-09-11,2025,Bronx,WILLIAMSBRIDGE,Retail,22 STORE BUILDINGS,5,7,8088.0,3100000.0,383.28387734915924,1930,40.893316,-73.857427,212
3-1153-138-2025-09-11-1507051,2025-09-11,2025,Brooklyn,PROSPECT HEIGHTS,Other commercial,02 TWO FAMILY DWELLINGS,1,3,2352.0,1507051.0,640.7529761904761,1930,40.676842,-73.963595,308
3-2182-58-2025-09-11-1800000,2025-09-11,2025,Brooklyn,WILLIAMSBURG-CENTRAL,Other commercial,14 RENTALS - 4-10 UNIT,2,4,8383.0,1800000.0,214.72026720744364,1920,40.70509,-73.961419,301
3-5294-69-2025-09-11-1965000,2025-09-11,2025,Brooklyn,BOROUGH PARK,Other commercial,02 TWO FAMILY DWELLINGS,1,3,3000.0,1965000.0,655.0,1910,40.641628,-73.987936,312
1-1768-39-2025-09-11-1750000,2025-09-11,2025,Manhattan,HARLEM-CENTRAL,Retail,22 STORE BUILDINGS,1,3,3812.0,1750000.0,459.0766002098636,1920,40.800367,-73.938258,111
1-2166-74-2025-09-11-4235000,2025-09-11,2025,Manhattan,WASHINGTON HEIGHTS UPPER,Other commercial,07 RENTALS - WALKUP APARTMENTS,2,25,23415.0,4235000.0,180.86696562032884,1912,40.853135,-73.931186,112
4-591-21-2025-09-11-1536000,2025-09-11,2025,Queens,ASTORIA,Other commercial,01 ONE FAMILY DWELLINGS,1,2,1800.0,1536000.0,853.3333333333334,1920,40.764663,-73.924108,401
5-5208-62-2025-09-11-700000,2025-09-11,2025,Staten Island,GREAT KILLS,Retail,22 STORE BUILDINGS,1,1,1180.0,700000.0,593.2203389830509,1931,40.542216,-74.14563,503
3-3967-24-2025-09-12-801000,2025-09-12,2025,Brooklyn,EAST NEW YORK,Other commercial,29 COMMERCIAL GARAGES,1,1,1160.0,801000.0,690.5172413793103,1930,40.677087,-73.885956,305
3-5138-111-2025-09-12-1300000,2025-09-12,2025,Brooklyn,FLATBUSH-CENTRAL,Other commercial,02 TWO FAMILY DWELLINGS,1,3,3460.0,1300000.0,375.7225433526012,2006,40.646515,-73.951038,317
3-545-23-2025-09-12-1060000,2025-09-12,2025,Brooklyn,RED HOOK,Office,21 OFFICE BUILDINGS,1,2,2289.0,1060000.0,463.0843162953255,1931,40.678639,-74.011407,306
3-610-24-2025-09-12-3450000,2025-09-12,2025,Brooklyn,RED HOOK,Other commercial,01 ONE FAMILY DWELLINGS,1,2,3750.0,3450000.0,920.0,1925,40.675128,-74.015527,306
3-6344-43-2025-09-12-2045000,2025-09-12,2025,Brooklyn,BENSONHURST,Retail,22 STORE BUILDINGS,1,1,2480.0,2045000.0,824.5967741935484,1931,40.606144,-74.000789,311
4-658-1-2025-09-12-9750000,2025-09-12,2025,Queens,ASTORIA,Retail,22 STORE BUILDINGS,2,2,31775.0,9750000.0,306.84500393391033,1930,40.759297,-73.919671,401
3-4697-18-2025-09-15-1100000,2025-09-15,2025,Brooklyn,FLATBUSH-EAST,Other commercial,01 ONE FAMILY DWELLINGS,1,2,3360.0,1100000.0,327.3809523809524,1931,40.651072,-73.93032,317
1-1144-105-2025-09-15-4400000,2025-09-15,2025,Manhattan,UPPER WEST SIDE (59-79),Other commercial,07 RENTALS - WALKUP APARTMENTS,2,9,6650.0,4400000.0,661.6541353383459,1910,40.778245,-73.980744,107
1-285-10-2025-09-15-3525000,2025-09-15,2025,Manhattan,LOWER EAST SIDE,Other commercial,14 RENTALS - 4-10 UNIT,1,4,5000.0,3525000.0,705.0,1900,40.713596,-73.987678,103
1-722-30-2025-09-15-242500,2025-09-15,2025,Manhattan,CHELSEA,Other commercial,08 RENTALS - ELEVATOR APARTMENTS,1,19,11650.0,242500.0,20.815450643776824,1986,40.747421,-74.001472,104
1-998-29-2025-09-15-572290334,2025-09-15,2025,Manhattan,MIDTOWN WEST,Office,21 OFFICE BUILDINGS,76,76,912955.0,572290334.0,626.854920560159,1988,40.757256,-73.982364,105
5-2398-80-2025-09-15-700000,2025-09-15,2025,Staten Island,NEW SPRINGVILLE,Other commercial,01 ONE FAMILY DWELLINGS,1,2,2900.0,700000.0,241.3793103448276,1975,40.583248,-74.156549,502
3-1414-41-2025-09-16-500000,2025-09-16,2025,Brooklyn,CROWN HEIGHTS,Retail,22 STORE BUILDINGS,2,2,1772.0,500000.0,282.16704288939053,1930,40.665914,-73.931411,309
3-3114-2-2025-09-16-1150000,2025-09-16,2025,Brooklyn,WILLIAMSBURG-EAST,Retail,22 STORE BUILDINGS,1,1,5250.0,1150000.0,219.04761904761904,1931,40.702524,-73.942399,301
3-3246-27-2025-09-16-247500,2025-09-16,2025,Brooklyn,BUSHWICK,Other commercial,14 RENTALS - 4-10 UNIT,4,8,4200.0,247500.0,58.92857142857143,1931,40.701033,-73.92228,304
3-4777-3-2025-09-16-980000,2025-09-16,2025,Brooklyn,FLATBUSH-EAST,Retail,22 STORE BUILDINGS,1,1,2456.0,980000.0,399.0228013029316,1931,40.64481,-73.923603,317
3-5225-45-2025-09-16-950000,2025-09-16,2025,Brooklyn,FLATBUSH-CENTRAL,Other commercial,02 TWO FAMILY DWELLINGS,1,3,2200.0,950000.0,431.8181818181818,1933,40.638032,-73.953203,314
1-2118-39-2025-09-16-1300000,2025-09-16,2025,Manhattan,WASHINGTON HEIGHTS LOWER,Other commercial,07 RENTALS - WALKUP APARTMENTS,2,20,16672.0,1300000.0,77.97504798464492,1906,40.834356,-73.940955,112
4-151-137-2025-09-16-1360000,2025-09-16,2025,Queens,SUNNYSIDE,Other commercial,01 ONE FAMILY DWELLINGS,1,2,2320.0,1360000.0,586.2068965517242,1930,40.742497,-73.916955,402
4-214-40-2025-09-16-42750000,2025-09-16,2025,Queens,LONG ISLAND CITY,Office,21 OFFICE BUILDINGS,79,79,318000.0,42750000.0,134.43396226415095,1919,40.752096,-73.925887,401
2-3314-65-2025-09-17-9500000,2025-09-17,2025,Bronx,BEDFORD PARK/NORWOOD,Other commercial,08 RENTALS - ELEVATOR APARTMENTS,4,117,150000.0,9500000.0,63.333333333333336,1922,40.866413,-73.894132,207
3-1925-58-2025-09-17-3450000,2025-09-17,2025,Brooklyn,BEDFORD STUYVESANT,Other commercial,07 RENTALS - WALKUP APARTMENTS,2,10,9352.0,3450000.0,368.9050470487596,1960,40.690512,-73.958932,303
3-4873-1-2025-09-17-650000,2025-09-17,2025,Brooklyn,FLATBUSH-EAST,Office,21 OFFICE BUILDINGS,2,2,2312.0,650000.0,281.1418685121107,1920,40.652973,-73.943855,317
3-6463-137-2025-09-17-2850000,2025-09-17,2025,Brooklyn,BATH BEACH,Industrial,30 WAREHOUSES,1,1,4680.0,2850000.0,608.974358974359,1931,40.602433,-74.007069,311
3-6596-4-2025-09-17-1080000,2025-09-17,2025,Brooklyn,GRAVESEND,Other commercial,02 TWO FAMILY DWELLINGS,1,3,2470.0,1080000.0,437.246963562753,1927,40.610151,-73.984513,311
1-523-46-2025-09-17-41500000,2025-09-17,2025,Manhattan,GREENWICH VILLAGE-CENTRAL,Office,21 OFFICE BUILDINGS,13,13,78958.0,41500000.0,525.5958864206287,1896,40.725989,-73.996309,102
1-912-38-2025-09-17-6155000,2025-09-17,2025,Manhattan,MURRAY HILL,Other commercial,14 RENTALS - 4-10 UNIT,1,7,5236.0,6155000.0,1175.5156608097784,1910,40.74334,-73.976868,106
4-4135-34-2025-09-17-4118000,2025-09-17,2025,Queens,COLLEGE POINT,Industrial,30 WAREHOUSES,2,2,5950.0,4118000.0,692.1008403361344,1928,40.782976,-73.838641,407
2-5957-171-2025-09-18-1075000,2025-09-18,2025,Bronx,RIVERDALE,Other commercial,14 RENTALS - 4-10 UNIT,1,6,5104.0,1075000.0,210.6191222570533,1925,40.90818,-73.903753,208
3-1168-53-2025-09-18-3150000,2025-09-18,2025,Brooklyn,CROWN HEIGHTS,Other commercial,14 RENTALS - 4-10 UNIT,2,8,7308.0,3150000.0,431.0344827586207,1906,40.673707,-73.956884,308
3-3040-35-2025-09-18-6400000,2025-09-18,2025,Brooklyn,WILLIAMSBURG-EAST,Industrial,30 WAREHOUSES,1,1,4778.0,6400000.0,1339.4725826705735,1950,40.707542,-73.948974,301
3-422-5-2025-09-18-2999000,2025-09-18,2025,Brooklyn,CARROLL GARDENS,Other commercial,02 TWO FAMILY DWELLINGS,1,3,2760.0,2999000.0,1086.5942028985507,1931,40.682564,-73.993272,306
3-4901-1-2025-09-18-1225000,2025-09-18,2025,Brooklyn,FLATBUSH-EAST,Other commercial,14 RENTALS - 4-10 UNIT,1,4,3300.0,1225000.0,371.2121212121212,1931,40.648809,-73.949347,317
1-1453-5-2025-09-18-610000,2025-09-18,2025,Manhattan,UPPER EAST SIDE (59-79),Other commercial,07 RENTALS - WALKUP APARTMENTS,1,21,10533.0,610000.0,57.91322510206019,1910,40.768654,-73.957992,108
1-501-35-2025-09-18-25000000,2025-09-18,2025,Manhattan,SOHO,Other commercial,08 RENTALS - ELEVATOR APARTMENTS,1,8,18409.0,25000000.0,1358.0313976859145,1900,40.724332,-74.001454,102
1-860-34-2025-09-18-4100000,2025-09-18,2025,Manhattan,MURRAY HILL,Other commercial,14 RENTALS - 4-10 UNIT,1,6,5320.0,4100000.0,770.6766917293234,1915,40.745007,-73.984208,105
4-10835-6-2025-09-18-2600000,2025-09-18,2025,Queens,HOLLIS,Other commercial,29 COMMERCIAL GARAGES,2,2,4500.0,2600000.0,577.7777777777778,1925,40.713929,-73.753783,413
4-2438-1-2025-09-18-1550000,2025-09-18,2025,Queens,ELMHURST,Other commercial,14 RENTALS - 4-10 UNIT,2,4,3500.0,1550000.0,442.85714285714283,1931,40.735552,-73.895992,402
4-371-1-2025-09-18-3700000,2025-09-18,2025,Queens,LONG ISLAND CITY,Other commercial,27 FACTORIES,1,1,4340.0,3700000.0,852.5345622119816,1930,40.755375,-73.932926,401
4-47-25-2025-09-18-10900000,2025-09-18,2025,Queens,LONG ISLAND CITY,Office,21 OFFICE BUILDINGS,3,3,9700.0,10900000.0,1123.7113402061855,1988,40.745607,-73.950587,402
2-2803-1-2025-09-19-1150000,2025-09-19,2025,Bronx,MOUNT HOPE/MOUNT EDEN,Retail,22 STORE BUILDINGS,3,3,1976.0,1150000.0,581.9838056680162,1920,40.847412,-73.903704,205
3-343-32-2025-09-19-3660833,2025-09-19,2025,Brooklyn,CARROLL GARDENS,Other commercial,14 RENTALS - 4-10 UNIT,3,9,7645.0,3660833.0,478.8532374100719,1900,40.682905,-74.000011,306
3-6028-3-2025-09-19-1591148,2025-09-19,2025,Brooklyn,BAY RIDGE,Other commercial,01 ONE FAMILY DWELLINGS,1,2,2736.0,1591148.0,581.5599415204679,1920,40.621291,-74.023173,310
1-489-28-2025-09-19-17000000,2025-09-19,2025,Manhattan,SOHO,Other commercial,07 RENTALS - WALKUP APARTMENTS,1,23,13416.0,17000000.0,1267.143709004174,1900,40.724507,-74.002948,102
4-1699-43-2025-09-19-1900000,2025-09-19,2025,Queens,EAST ELMHURST,Other commercial,14 RENTALS - 4-10 UNIT,1,7,4341.0,1900000.0,437.6871688551025,1926,40.757708,-73.864471,403
5-2844-19-2025-09-19-5700000,2025-09-19,2025,Staten Island,ROSEBANK,Retail,22 STORE BUILDINGS,7,7,17862.0,5700000.0,319.1132012092711,1930,40.616453,-74.07299,501
3-3190-37-2025-09-22-17500000,2025-09-22,2025,Brooklyn,WYCKOFF HEIGHTS,Retail,22 STORE BUILDINGS,12,12,26624.0,17500000.0,657.3016826923077,1931,40.707742,-73.920497,304
4-2439-38-2025-09-22-1000000,2025-09-22,2025,Queens,ELMHURST,Other commercial,29 COMMERCIAL GARAGES,1,1,2203.0,1000000.0,453.92646391284615,1956,40.736585,-73.894194,402
5-702-6-2025-09-22-1999000,2025-09-22,2025,Staten Island,MANOR HEIGHTS,Other commercial,02 TWO FAMILY DWELLINGS,1,3,3200.0,1999000.0,624.6875,1920,40.605384,-74.120836,502
2-3991-75-2025-09-23-3251728,2025-09-23,2025,Bronx,WESTCHESTER,Other commercial,33 EDUCATIONAL FACILITIES,1,1,1120.0,3251728.0,2903.3285714285716,1928,40.839539,-73.850694,210
2-3991-78-2025-09-23-5248272,2025-09-23,2025,Bronx,WESTCHESTER,Other commercial,33 EDUCATIONAL FACILITIES,1,1,14528.0,5248272.0,361.2522026431718,1928,40.839497,-73.850633,210
2-3991-87-2025-09-23-3251728,2025-09-23,2025,Bronx,WESTCHESTER,Other commercial,29 COMMERCIAL GARAGES,1,1,900.0,3251728.0,3613.031111111111,1910,40.839294,-73.850344,210
3-3235-46-2025-09-23-2700000,2025-09-23,2025,Brooklyn,BUSHWICK,Other commercial,14 RENTALS - 4-10 UNIT,1,5,5274.0,2700000.0,511.9453924914676,1931,40.700267,-73.923218,304
3-3259-49-2025-09-23-3000000,2025-09-23,2025,Brooklyn,WYCKOFF HEIGHTS,Other commercial,07 RENTALS - WALKUP APARTMENTS,1,11,8200.0,3000000.0,365.8536585365854,2015,40.702523,-73.918657,304
3-5203-55-2025-09-23-2650000,2025-09-23,2025,Brooklyn,FLATBUSH-CENTRAL,Other commercial,01 ONE FAMILY DWELLINGS,1,2,3590.0,2650000.0,738.1615598885794,1905,40.637473,-73.961779,314
4-1944-72-2025-09-23-996400,2025-09-23,2025,Queens,CORONA,Other commercial,14 RENTALS - 4-10 UNIT,2,4,1940.0,996400.0,513.6082474226804,1920,40.741058,-73.855617,404
3-1655-84-2025-09-24-775000,2025-09-24,2025,Brooklyn,BEDFORD STUYVESANT,Other commercial,29 COMMERCIAL GARAGES,1,1,1200.0,775000.0,645.8333333333334,1927,40.684322,-73.934587,303
4-11534-36-2025-09-24-900000,2025-09-24,2025,Queens,OZONE PARK,Other commercial,29 COMMERCIAL GARAGES,1,1,1560.0,900000.0,576.9230769230769,1945,40.672495,-73.837546,410
2-2372-32-2025-09-25-7000000,2025-09-25,2025,Bronx,MORRISANIA/LONGWOOD,Other commercial,33 EDUCATIONAL FACILITIES,2,2,33500.0,7000000.0,208.955223880597,1929,40.830224,-73.906233,203
2-2965-36-2025-09-25-3143325,2025-09-25,2025,Bronx,CROTONA PARK,Other commercial,29 COMMERCIAL GARAGES,3,3,7675.0,3143325.0,409.55374592833874,1931,40.833507,-73.89422,203
2-4165-3-2025-09-25-1025000,2025-09-25,2025,Bronx,SCHUYLERVILLE/PELHAM BAY,Other commercial,07 RENTALS - WALKUP APARTMENTS,1,12,10000.0,1025000.0,102.5,1930,40.843576,-73.83252,210
3-1250-9-2025-09-25-3815000,2025-09-25,2025,Brooklyn,CROWN HEIGHTS,Other commercial,38 ASYLUMS AND HOMES,1,1,11460.0,3815000.0,332.89703315881326,1910,40.672036,-73.944718,308
3-155-3-2025-09-25-5050000,2025-09-25,2025,Brooklyn,DOWNTOWN-FULTON MALL,Office,21 OFFICE BUILDINGS,5,5,9283.0,5050000.0,544.0051707422169,1940,40.690776,-73.987711,302
1-1921-36-2025-09-25-3250000,2025-09-25,2025,Manhattan,HARLEM-CENTRAL,Retail,22 STORE BUILDINGS,1,1,1713.0,3250000.0,1897.2562755399883,1910,40.815312,-73.939989,110
1-606-7-2025-09-25-7225500,2025-09-25,2025,Manhattan,GREENWICH VILLAGE-WEST,Other commercial,14 RENTALS - 4-10 UNIT,1,4,5055.0,7225500.0,1429.3768545994064,1900,40.734976,-74.000137,102
4-1829-19-2025-09-25-20000000,2025-09-25,2025,Queens,FLUSHING-NORTH,Other commercial,29 COMMERCIAL GARAGES,3,3,27020.0,20000000.0,740.1924500370096,1930,,,
4-4128-42-2025-09-25-755000,2025-09-25,2025,Queens,COLLEGE POINT,Other commercial,27 FACTORIES,1,1,2000.0,755000.0,377.5,1926,40.781693,-73.845761,407
4-7473-1-2025-09-25-7950000,2025-09-25,2025,Queens,BAYSIDE,Retail,22 STORE BUILDINGS,1,1,3900.0,7950000.0,2038.4615384615386,1987,40.761496,-73.761364,411
2-3970-4-2025-09-26-725000,2025-09-26,2025,Bronx,WESTCHESTER,Other commercial,02 TWO FAMILY DWELLINGS,1,3,3234.0,725000.0,224.18058132343847,1926,40.83652,-73.847026,210
3-258-131-2025-09-26-3750000,2025-09-26,2025,Brooklyn,BROOKLYN HEIGHTS,Other commercial,29 COMMERCIAL GARAGES,1,1,9800.0,3750000.0,382.6530612244898,1925,40.692103,-73.998431,302
3-3019-15-2025-09-26-2500000,2025-09-26,2025,Brooklyn,WILLIAMSBURG-EAST,Other commercial,27 FACTORIES,1,1,5340.0,2500000.0,468.1647940074906,1920,40.712915,-73.936662,301
3-3278-1-2025-09-26-1500000,2025-09-26,2025,Brooklyn,BUSHWICK,Other commercial,14 RENTALS - 4-10 UNIT,1,5,2451.0,1500000.0,611.9951040391677,1931,40.69861,-73.920328,304
3-8925-164-2025-09-26-1100000,2025-09-26,2025,Brooklyn,GERRITSEN BEACH,Other commercial,01 ONE FAMILY DWELLINGS,1,2,2256.0,1100000.0,487.5886524822695,1920,40.592324,-73.924574,315
1-174-23-2025-09-26-30000000,2025-09-26,2025,Manhattan,CIVIC CENTER,Other commercial,08 RENTALS - ELEVATOR APARTMENTS,1,12,25738.0,30000000.0,1165.5917320693138,1915,40.717956,-74.004646,101
1-456-29-2025-09-26-530000,2025-09-26,2025,Manhattan,EAST VILLAGE,Other commercial,07 RENTALS - WALKUP APARTMENTS,1,13,12388.0,530000.0,42.783338714885375,1920,40.723944,-73.991082,103
1-498-23-2025-09-26-213000000,2025-09-26,2025,Manhattan,SOHO,Retail,22 STORE BUILDINGS,1,1,44243.0,213000000.0,4814.32090952241,1940,40.723209,-73.998669,102
1-586-65-2025-09-26-2800000,2025-09-26,2025,Manhattan,GREENWICH VILLAGE-WEST,Other commercial,02 TWO FAMILY DWELLINGS,1,3,2664.0,2800000.0,1051.051051051051,1910,40.731229,-74.003009,102
4-2477-11-2025-09-26-1300000,2025-09-26,2025,Queens,ELMHURST,Retail,22 STORE BUILDINGS,3,3,2160.0,1300000.0,601.8518518518518,1989,40.736937,-73.878244,404
4-2677-28-2025-09-26-725000,2025-09-26,2025,Queens,MASPETH,Other commercial,02 TWO FAMILY DWELLINGS,1,3,1260.0,725000.0,575.3968253968254,1920,40.720963,-73.91138,405
4-4660-1-2025-09-26-1510000,2025-09-26,2025,Queens,WHITESTONE,Office,21 OFFICE BUILDINGS,2,4,7708.0,1510000.0,195.90036325895173,1910,40.788642,-73.813742,407
2-3283-32-2025-09-29-900000,2025-09-29,2025,Bronx,BEDFORD PARK/NORWOOD,Other commercial,01 ONE FAMILY DWELLINGS,1,2,2590.0,900000.0,347.4903474903475,1930,40.866117,-73.888691,207
2-3319-37-2025-09-29-4100000,2025-09-29,2025,Bronx,BEDFORD PARK/NORWOOD,Other commercial,37 RELIGIOUS FACILITIES,1,1,4600.0,4100000.0,891.304347826087,1952,40.871747,-73.892203,207
2-3350-34-2025-09-29-5250000,2025-09-29,2025,Bronx,BEDFORD PARK/NORWOOD,Other commercial,08 RENTALS - ELEVATOR APARTMENTS,1,57,71400.0,5250000.0,73.52941176470588,1959,40.874124,-73.875367,207
2-4035-5-2025-09-29-1800000,2025-09-29,2025,Bronx,MORRIS PARK/VAN NEST,Other commercial,07 RENTALS - WALKUP APARTMENTS,2,20,14724.0,1800000.0,122.24938875305624,1927,40.845678,-73.863887,211
3-1898-8-2025-09-29-1900000,2025-09-29,2025,Brooklyn,BEDFORD STUYVESANT,Industrial,30 WAREHOUSES,1,1,7500.0,1900000.0,253.33333333333334,2005,40.695079,-73.959481,303
3-3023-20-2025-09-29-1650000,2025-09-29,2025,Brooklyn,WILLIAMSBURG-EAST,Other commercial,29 COMMERCIAL GARAGES,1,1,2450.0,1650000.0,673.469387755102,1930,40.709827,-73.947551,301
3-5071-42-2025-09-29-899000,2025-09-29,2025,Brooklyn,FLATBUSH-CENTRAL,Other commercial,02 TWO FAMILY DWELLINGS,1,3,1806.0,899000.0,497.78516057585824,1928,40.646703,-73.970076,314
3-5665-5-2025-09-29-3690000,2025-09-29,2025,Brooklyn,BOROUGH PARK,Other commercial,02 TWO FAMILY DWELLINGS,1,3,3344.0,3690000.0,1103.468899521531,1905,40.639299,-74.005589,312
3-8008-26-2025-09-29-825000,2025-09-29,2025,Brooklyn,CANARSIE,Other commercial,01 ONE FAMILY DWELLINGS,1,2,2160.0,825000.0,381.94444444444446,1955,40.639828,-73.909286,318
3-8121-49-2025-09-29-1230000,2025-09-29,2025,Brooklyn,CANARSIE,Other commercial,29 COMMERCIAL GARAGES,1,1,3160.0,1230000.0,389.24050632911394,1948,40.650649,-73.910777,317
1-1277-8-2025-09-29-135000000,2025-09-29,2025,Manhattan,MIDTOWN CBD,Office,21 OFFICE BUILDINGS,28,28,304525.0,135000000.0,443.31335686725225,1968,40.753979,-73.979997,105
1-1629-159-2025-09-29-1076000,2025-09-29,2025,Manhattan,HARLEM-EAST,Other commercial,37 RELIGIOUS FACILITIES,1,3,2775.0,1076000.0,387.7477477477477,1920,40.789522,-73.948279,111
1-500-15-2025-09-29-10500000,2025-09-29,2025,Manhattan,SOHO,Other commercial,14 RENTALS - 4-10 UNIT,1,4,3750.0,10500000.0,2800.0,1900,40.725196,-74.000245,102
4-5393-10-2025-09-29-1745000,2025-09-29,2025,Queens,FLUSHING-NORTH,Retail,22 STORE BUILDINGS,3,4,5270.0,1745000.0,331.11954459203037,2008,40.759803,-73.804051,407
4-78-37-2025-09-29-3500000,2025-09-29,2025,Queens,LONG ISLAND CITY,Industrial,30 WAREHOUSES,1,1,2500.0,3500000.0,1400.0,1931,40.74802,-73.946943,402
2-2735-1-2025-09-30-3875000,2025-09-30,2025,Bronx,MORRISANIA/LONGWOOD,Retail,22 STORE BUILDINGS,5,5,8327.0,3875000.0,465.3536687882791,1920,40.819541,-73.892877,202
2-4088-16-2025-09-30-1200000,2025-09-30,2025,Bronx,MORRIS PARK/VAN NEST,Other commercial,02 TWO FAMILY DWELLINGS,1,3,2520.0,1200000.0,476.1904761904762,1925,40.846752,-73.848715,211
3-2384-26-2025-09-30-3050000,2025-09-30,2025,Brooklyn,WILLIAMSBURG-NORTH,Retail,22 STORE BUILDINGS,1,3,4170.0,3050000.0,731.4148681055156,1910,40.712425,-73.955881,301
3-2421-4-2025-09-30-1775000,2025-09-30,2025,Brooklyn,WILLIAMSBURG-SOUTH,Other commercial,02 TWO FAMILY DWELLINGS,1,3,3120.0,1775000.0,568.9102564102565,1920,40.711352,-73.957686,301
3-2421-5-2025-09-30-1775000,2025-09-30,2025,Brooklyn,WILLIAMSBURG-SOUTH,Retail,22 STORE BUILDINGS,1,1,3120.0,1775000.0,568.9102564102565,1920,40.711399,-73.957653,301
3-5530-1-2025-09-30-42300000,2025-09-30,2025,Brooklyn,BOROUGH PARK,Office,21 OFFICE BUILDINGS,2,2,147520.0,42300000.0,286.7407809110629,1946,40.624957,-73.995411,311
3-6617-35-2025-09-30-1895000,2025-09-30,2025,Brooklyn,OCEAN PARKWAY-NORTH,Office,21 OFFICE BUILDINGS,3,3,4500.0,1895000.0,421.1111111111111,1910,40.610944,-73.962572,312
1-1666-2-2025-09-30-1550000,2025-09-30,2025,Manhattan,HARLEM-EAST,Other commercial,07 RENTALS - WALKUP APARTMENTS,2,10,6900.0,1550000.0,224.63768115942028,1910,40.798114,-73.939886,111
1-230-9-2025-09-30-19500000,2025-09-30,2025,Manhattan,SOHO,Other commercial,08 RENTALS - ELEVATOR APARTMENTS,4,16,33374.0,19500000.0,584.2871696530233,1915,40.720662,-74.003009,102
1-800-50-2025-09-30-168618594,2025-09-30,2025,Manhattan,CHELSEA,Hotel,25 LUXURY HOTELS,1,1,154812.0,168618594.0,1089.182970312379,2019,40.743858,-73.992984,104
4-10318-3-2025-09-30-765000,2025-09-30,2025,Queens,HOLLIS,Other commercial,01 ONE FAMILY DWELLINGS,1,2,1920.0,765000.0,398.4375,1931,40.70805,-73.782465,412
4-2453-1-2025-09-30-3700000,2025-09-30,2025,Queens,ELMHURST,Other commercial,29 COMMERCIAL GARAGES,1,1,3000.0,3700000.0,1233.3333333333333,1931,40.737148,-73.885467,404
4-3693-23-2025-09-30-1125000,2025-09-30,2025,Queens,GLENDALE,Other commercial,14 RENTALS - 4-10 UNIT,1,5,3180.0,1125000.0,353.77358490566036,1931,40.702099,-73.878992,405
4-3693-24-2025-09-30-1125000,2025-09-30,2025,Queens,GLENDALE,Other commercial,02 TWO FAMILY DWELLINGS,1,3,4088.0,1125000.0,275.19569471624266,1910,40.702096,-73.879011,405
4-6300-1-2025-09-30-6500000,2025-09-30,2025,Queens,BAYSIDE,Office,21 OFFICE BUILDINGS,5,5,15750.0,6500000.0,412.6984126984127,1941,40.760309,-73.769216,411
5-633-52-2025-09-30-215000,2025-09-30,2025,Staten Island,CONCORD,Retail,22 STORE BUILDINGS,1,1,1045.0,215000.0,205.74162679425837,1931,40.618867,-74.083165,501
3-2662-14-2025-10-01-7425000,2025-10-01,2025,Brooklyn,GREENPOINT,Industrial,30 WAREHOUSES,1,1,3080.0,7425000.0,2410.714285714286,1984,40.727334,-73.938081,301
3-2662-16-2025-10-01-7425000,2025-10-01,2025,Brooklyn,GREENPOINT,Industrial,30 WAREHOUSES,1,1,5000.0,7425000.0,1485.0,1982,40.727414,-73.938091,301
3-2662-18-2025-10-01-7425000,2025-10-01,2025,Brooklyn,GREENPOINT,Industrial,30 WAREHOUSES,1,1,5000.0,7425000.0,1485.0,1983,40.727496,-73.938102,301
3-2662-20-2025-10-01-7425000,2025-10-01,2025,Brooklyn,GREENPOINT,Industrial,30 WAREHOUSES,1,1,5000.0,7425000.0,1485.0,1983,40.727579,-73.938113,301
3-3841-37-2025-10-01-905000,2025-10-01,2025,Brooklyn,EAST NEW YORK,Other commercial,01 ONE FAMILY DWELLINGS,1,2,2668.0,905000.0,339.2053973013493,1930,40.6624,-73.891846,305
3-5063-50-2025-10-01-1600000,2025-10-01,2025,Brooklyn,FLATBUSH-CENTRAL,Retail,22 STORE BUILDINGS,2,4,3860.0,1600000.0,414.5077720207254,1925,40.654083,-73.95956,314
3-6497-1-2025-10-01-170000,2025-10-01,2025,Brooklyn,OCEAN PARKWAY-NORTH,Other commercial,14 RENTALS - 4-10 UNIT,2,6,5300.0,170000.0,32.075471698113205,1997,40.631557,-73.968296,314
1-283-24-2025-10-01-56250000,2025-10-01,2025,Manhattan,LOWER EAST SIDE,Other commercial,08 RENTALS - ELEVATOR APARTMENTS,6,89,74453.0,56250000.0,755.5101876351524,2001,40.713797,-73.990174,103
1-925-36-2025-10-01-2800000,2025-10-01,2025,Manhattan,KIPS BAY,Other commercial,14 RENTALS - 4-10 UNIT,1,7,4232.0,2800000.0,661.625708884688,1910,40.734527,-73.980118,106
4-9284-19-2025-10-01-19000000,2025-10-01,2025,Queens,RICHMOND HILL,Retail,22 STORE BUILDINGS,6,6,40595.0,19000000.0,468.03793570636776,1961,40.70297,-73.819236,409
5-18-70-2025-10-01-1150000,2025-10-01,2025,Staten Island,NEW BRIGHTON,Other commercial,14 RENTALS - 4-10 UNIT,1,5,3600.0,1150000.0,319.44444444444446,1899,40.638245,-74.079157,501
